Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
AL,Smiths Station city,0.803,0.159,0.007,0.005,0.028
AL,Smoke Rise CDP,0.98,0.005,0.005,0.001,0.007
AL,Snead town,0.968,0.001,0.005,0.001,0.018
AL,Somerville town,0.941,0.033,0.011,0,0.001
AL,Southside city,0.965,0.015,0.002,0.007,0.013
AL,South Vinemont town,0.832,0.001,0.012,0.02,0.236
AL,Spanish Fort city,0.91,0.048,0.006,0.014,0.024
AL,Spring Garden CDP,0.962,0.021,0,0,0
AL,Springville city,0.936,0.047,0.003,0.004,0.007
AL,Spruce Pine CDP,0.973,0,0,0,0.059
AL,Standing Rock CDP,0.982,0.006,0,0,0.012
AL,Steele town,0.946,0.004,0.004,0,0.051
AL,Sterrett CDP,0.947,0.039,0,0,0.007
AL,Stevenson city,0.738,0.174,0.011,0.004,0.039
AL,Stewartville CDP,0.95,0.035,0.007,0,0.004
AL,Sulligent city,0.783,0.193,0.001,0,0.008
AL,Sumiton city,0.932,0.04,0.004,0.002,0.008
AL,Summerdale town,0.864,0.058,0.014,0.001,0.051
AL,Susan Moore town,0.895,0,0.005,0.004,0.096
AL,Sweet Water town,0.911,0.078,0,0,0.012
AL,Sylacauga city,0.666,0.302,0.004,0.005,0.023
AL,Sylvania town,0.867,0.002,0.008,0.002,0.112
AL,Sylvan Springs town,0.973,0.014,0.005,0,0.005
AL,Talladega city,0.477,0.487,0.003,0.005,0.034
AL,Talladega Springs town,0.898,0.078,0,0,0
AL,Tallassee city,0.724,0.234,0.004,0.006,0.03
AL,Tarrant city,0.39,0.523,0.008,0.003,0.09
AL,Taylor town,0.875,0.072,0.008,0.001,0.052
AL,Theodore CDP,0.797,0.133,0.011,0.024,0.032
AL,Thomaston town,0.441,0.532,0.014,0.005,0.002
AL,Thomasville city,0.468,0.513,0.002,0.007,0.013
AL,Thorsby town,0.897,0.057,0.001,0.006,0.057
AL,Tibbie CDP,0.878,0,0.073,0,0.049
AL,Tidmore Bend CDP,0.934,0.042,0.007,0.002,0.01
AL,Tillmans Corner CDP,0.822,0.114,0.006,0.021,0.038
AL,Town Creek town,0.524,0.36,0.021,0.001,0.065
AL,Toxey town,0.686,0.314,0,0,0.015
AL,Trafford town,0.927,0.062,0.002,0,0.009
AL,Triana town,0.214,0.744,0.004,0,0.038
AL,Trinity town,0.886,0.067,0.011,0.002,0.033
AL,Troy city,0.55,0.39,0.004,0.034,0.02
AL,Trussville city,0.903,0.066,0.002,0.016,0.013
AL,Tuscaloosa city,0.538,0.415,0.002,0.018,0.03
AL,Tuscumbia city,0.759,0.212,0.004,0.003,0.014
AL,Tuskegee city,0.019,0.958,0.001,0.005,0.013
AL,Twin town,0.98,0,0,0,0.028
AL,Underwood-Petersville CDP,0.913,0.062,0.002,0.006,0.01
AL,Union town,0.034,0.954,0.008,0,0.004
AL,Union Grove town,0.935,0,0,0,0.065
AL,Union Springs city,0.129,0.718,0.002,0.004,0.17
AL,Uniontown town,0.091,0.906,0,0,0.005
AL,Uriah CDP,0.701,0.207,0.041,0.003,0.02
AL,Valley city,0.64,0.33,0.001,0.012,0.017
AL,Valley Grande city,0.752,0.23,0.004,0.004,0.005
AL,Valley Head town,0.919,0.018,0.009,0.002,0.03
AL,Vance town,0.888,0.072,0.004,0.006,0.056
AL,Vandiver CDP,0.979,0.007,0.002,0.001,0.014
AL,Vernon city,0.794,0.181,0.003,0,0.017
AL,Vestavia Hills city,0.904,0.038,0.002,0.038,0.025
AL,Vina town,0.947,0.011,0.003,0.006,0.022
AL,Vincent town,0.787,0.198,0.004,0.001,0.007
AL,Vinegar Bend CDP,0.151,0.792,0.026,0.005,0
AL,Vredenburgh town,0.067,0.929,0.003,0,0.013
AL,Wadley town,0.579,0.362,0.001,0,0.044
AL,Waldo town,0.633,0.36,0,0,0
AL,Walnut Grove town,0.966,0,0.006,0.001,0.016
AL,Warrior city,0.831,0.142,0.002,0.004,0.008
AL,Waterloo town,0.99,0.005,0.005,0,0
AL,Waverly town,0.876,0.117,0,0,0.028
AL,Weaver city,0.814,0.136,0.007,0.011,0.03
AL,Webb town,0.748,0.187,0.007,0.003,0.062
AL,Wedowee town,0.684,0.309,0.004,0.001,0.013
AL,Weogufka CDP,0.993,0,0,0.004,0.011
AL,West Blocton town,0.856,0.132,0.004,0.001,0.001
AL,West End-Cobb Town CDP,0.761,0.209,0.005,0.002,0.016
AL,West Jefferson town,0.967,0.012,0,0,0.003
AL,Westover town,0.936,0.025,0.009,0.005,0.023
AL,West Point town,0.956,0,0.007,0.005,0.06
AL,Wetumpka city,0.679,0.261,0.006,0.011,0.038
AL,Whatley CDP,0.72,0.267,0,0.007,0.02
AL,White Hall town,0.024,0.956,0.002,0,0.009
AL,White Plains CDP,0.967,0.017,0.004,0.002,0.014
AL,Whitesboro CDP,0.967,0.007,0.007,0.003,0.011
AL,Wilsonville town,0.896,0.072,0.004,0.001,0.026
AL,Wilton town,0.715,0.227,0,0.001,0.047
AL,Winfield city,0.929,0.045,0.003,0.003,0.02
AL,Woodland town,0.929,0.022,0,0,0.038
AL,Woodstock town,0.943,0.034,0.001,0.001,0.021
AL,Woodville town,0.94,0.005,0.02,0.003,0.023
AL,Yellow Bluff town,0.005,0.995,0,0,0
AL,York city,0.136,0.856,0.002,0,0.01
AK,Adak city,0.196,0.04,0.055,0.525,0.089
AK,Akhiok city,0.085,0.014,0.507,0.014,0.113
AK,Akiachak CDP,0.035,0.002,0.951,0.002,0.002
AK,Akiak city,0.052,0,0.928,0,0.003
AK,Akutan city,0.233,0.179,0.055,0.433,0.208
AK,Alakanuk city,0.021,0,0.95,0.004,0
AK,Alatna CDP,0.027,0,0.973,0,0
AK,Alcan Border CDP,0.909,0,0,0,0.091
AK,Aleknagik city,0.151,0,0.758,0,0
AK,Aleneva CDP,1,0,0,0,0
AK,Allakaket city,0.01,0,0.952,0,0
AK,Ambler city,0.112,0.004,0.845,0,0
AK,Anaktuvuk Pass city,0.071,0.003,0.833,0,0.022
AK,Anchorage municipality,0.66,0.056,0.079,0.081,0.076
AK,Anchor Point CDP,0.902,0.003,0.038,0.009,0.022
AK,Anderson city,0.878,0.016,0.028,0.008,0.037
AK,Angoon city,0.105,0.009,0.758,0,0.078
AK,Aniak city,0.204,0.002,0.695,0,0.012
AK,Anvik city,0.035,0,0.929,0,0
AK,Arctic Village CDP,0.046,0,0.888,0,0
AK,Atka city,0.049,0,0.951,0,0
AK,Atmautluak CDP,0.014,0.007,0.978,0,0
AK,Atqasuk city,0.069,0,0.923,0,0
AK,Attu Station CDP,0.905,0,0.048,0,0.19
AK,Badger CDP,0.838,0.027,0.049,0.017,0.045
AK,Barrow city,0.169,0.01,0.612,0.091,0.031
AK,Bear Creek CDP,0.809,0.006,0.107,0.016,0.018
AK,Beaver CDP,0.012,0,0.976,0,0.048
AK,Beluga CDP,0.9,0,0.1,0,0
AK,Bethel city,0.233,0.009,0.65,0.025,0.022
AK,Bettles city,0.75,0.083,0,0,0
AK,Big Delta CDP,0.926,0.002,0.024,0.003,0.015
AK,Big Lake CDP,0.861,0.002,0.07,0.005,0.031
AK,Birch Creek CDP,0,0,1,0,0
AK,Brevig Mission city,0.046,0.005,0.915,0,0.005
AK,Buckland city,0.026,0,0.954,0,0
AK,Buffalo Soapstone CDP,0.841,0.016,0.033,0.005,0.032
AK,Butte CDP,0.904,0.003,0.043,0.006,0.031
AK,Cantwell CDP,0.772,0.005,0.155,0,0.014
AK,Central CDP,0.927,0,0.042,0,0.01
AK,Chalkyitsik CDP,0.145,0,0.855,0,0
AK,Chase CDP,1,0,0,0,0
AK,Chefornak city,0.033,0.002,0.957,0,0
AK,Chena Ridge CDP,0.838,0.013,0.062,0.018,0.032
AK,Chenega CDP,0.395,0,0.526,0,0.026
AK,Chevak city,0.023,0,0.949,0.003,0.001
AK,Chickaloon CDP,0.864,0,0.063,0.007,0.015
AK,Chicken CDP,1,0,0,0,0.143
AK,Chignik city,0.341,0,0.571,0.033,0.011
AK,Chignik Lagoon CDP,0.205,0,0.628,0.013,0.038
AK,Chignik Lake CDP,0.027,0,0.945,0,0
AK,Chiniak CDP,0.915,0,0.043,0,0
AK,Chisana CDP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AK,Chistochina CDP,0.366,0,0.538,0,0
AK,Chitina CDP,0.643,0,0.198,0,0.024
AK,Chuathbaluk city,0.034,0.017,0.881,0,0.025
AK,Circle CDP,0.096,0,0.846,0,0.019
AK,Clam Gulch CDP,0.852,0,0.057,0,0.006
AK,Clark's Point city,0.113,0,0.887,0,0
AK,Coffman Cove city,0.943,0,0.04,0,0.011
AK,Cohoe CDP,0.895,0.004,0.045,0.004,0.022
AK,Cold Bay city,0.741,0.019,0.12,0.019,0.046
AK,Coldfoot CDP,0.9,0,0.1,0,0
AK,College CDP,0.731,0.032,0.095,0.046,0.053
AK,Cooper Landing CDP,0.955,0,0.014,0.007,0
AK,Copper Center CDP,0.457,0,0.485,0.003,0.03
AK,Cordova city,0.703,0.004,0.088,0.109,0.042
AK,Covenant Life CDP,0.919,0,0.058,0.012,0
AK,Craig city,0.65,0.003,0.2,0.007,0.032
AK,Crooked Creek CDP,0.076,0,0.838,0,0
AK,Crown Point CDP,0.838,0.041,0.041,0.041,0.054
AK,Deering city,0.09,0,0.869,0,0
AK,Delta Junction city,0.881,0.018,0.032,0.011,0.047
AK,Deltana CDP,0.921,0.009,0.025,0.009,0.024
AK,Diamond Ridge CDP,0.917,0.002,0.031,0.013,0.021
AK,Dillingham city,0.307,0.004,0.559,0.013,0.029
AK,Diomede city,0.043,0,0.922,0,0
AK,Dot Lake CDP,0.692,0,0.231,0,0
AK,Dot Lake Village CDP,0.081,0,0.823,0,0
AK,Dry Creek CDP,1,0,0,0,0.043
AK,Eagle city,0.907,0,0.081,0,0
AK,Eagle Village CDP,0.552,0.015,0.388,0.015,0
AK,Edna Bay CDP,0.976,0.024,0,0,0
AK,Eek city,0.024,0,0.976,0,0.01
AK,Egegik city,0.477,0,0.394,0,0.018
AK,Eielson AFB CDP,0.803,0.078,0.009,0.026,0.079
AK,Ekwok city,0.052,0,0.904,0,0.026
AK,Elfin Cove CDP,0.7,0,0.05,0,0
AK,Elim city,0.073,0,0.897,0.003,0.003
AK,Emmonak city,0.031,0,0.963,0.001,0.001
AK,Ester CDP,0.846,0.021,0.067,0.012,0.033
AK,Eureka Roadhouse CDP,0.759,0,0.069,0.034,0.069
AK,Evansville CDP,0.467,0,0.533,0,0
AK,Excursion Inlet CDP,0.75,0,0,0,0.083
AK,Fairbanks city,0.661,0.09,0.1,0.036,0.09
AK,False Pass city,0.2,0,0.771,0.029,0
AK,Farmers Loop CDP,0.84,0.008,0.063,0.018,0.029
AK,Farm Loop CDP,0.888,0.008,0.042,0.009,0.019
AK,Ferry CDP,0.97,0,0,0,0
AK,Fishhook CDP,0.875,0.006,0.036,0.012,0.028
AK,Flat CDP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AK,Fort Greely CDP,0.783,0.043,0.019,0.015,0.132
AK,Fort Yukon city,0.077,0.005,0.892,0.002,0.003
AK,Four Mile Road CDP,0.535,0,0.302,0.023,0
AK,Fox CDP,0.82,0.005,0.074,0.007,0.053
AK,Fox River CDP,0.988,0,0,0.012,0
AK,Fritz Creek CDP,0.899,0.005,0.029,0.008,0.026
AK,Funny River CDP,0.91,0.001,0.046,0.002,0.011
AK,Gakona CDP,0.794,0,0.197,0,0.009
AK,Galena city,0.294,0,0.636,0.006,0.023
AK,Gambell city,0.038,0,0.956,0.001,0.004
AK,Game Creek CDP,1,0,0,0,0
AK,Gateway CDP,0.853,0.01,0.042,0.018,0.037
AK,Glacier View CDP,0.94,0,0.009,0.004,0.03
AK,Glennallen CDP,0.774,0.004,0.077,0.006,0.014
AK,Goldstream CDP,0.89,0.006,0.034,0.007,0.025
AK,Golovin city,0.045,0,0.929,0,0.006
AK,Goodnews Bay city,0.045,0,0.947,0,0.004
AK,Grayling city,0.067,0,0.871,0,0
AK,Gulkana CDP,0.235,0,0.765,0,0.042
AK,Gustavus city,0.914,0,0.027,0.011,0.016
AK,Haines CDP,0.811,0.006,0.112,0.005,0.017
AK,Halibut Cove CDP,0.868,0,0.066,0,0.013
AK,Happy Valley CDP,0.875,0.002,0.059,0.003,0.02
AK,Harding-Birch Lakes CDP,0.933,0.003,0.033,0,0.027
AK,Healy CDP,0.915,0.004,0.021,0.016,0.021
AK,Healy Lake CDP,0.154,0,0.846,0,0
AK,Hobart Bay CDP,0,0,1,0,0
AK,Hollis CDP,0.893,0,0.045,0.009,0.009
AK,Holy Cross city,0.045,0,0.916,0,0
AK,Homer city,0.893,0.004,0.041,0.01,0.021
AK,Hoonah city,0.326,0.004,0.525,0.005,0.03
AK,Hooper Bay city,0.019,0,0.946,0,0
AK,Hope CDP,0.88,0,0.042,0.005,0.031
AK,Houston city,0.822,0.004,0.067,0.006,0.033
AK,Hughes city,0.013,0.026,0.961,0,0
AK,Huslia city,0.065,0,0.924,0,0
AK,Hydaburg city,0.114,0.005,0.771,0,0.032
AK,Hyder CDP,0.908,0,0.011,0,0.023
AK,Igiugig CDP,0.28,0,0.4,0,0.12
AK,Iliamna CDP,0.33,0,0.541,0,0.037
AK,Ivanof Bay CDP,0,0,1,0,0
AK,Juneau city and borough,0.697,0.009,0.118,0.061,0.051
AK,Kachemak city,0.917,0,0.04,0.013,0.021
AK,Kake city,0.171,0.002,0.691,0,0.018
AK,Kaktovik city,0.1,0,0.887,0,0
AK,Kalifornsky CDP,0.872,0.004,0.05,0.009,0.035
AK,Kaltag city,0.058,0,0.916,0,0
AK,Karluk CDP,0.054,0,0.946,0,0
AK,Kasaan city,0.531,0,0.347,0.02,0
AK,Kasigluk CDP,0.033,0,0.947,0,0.002
AK,Kasilof CDP,0.878,0.002,0.042,0.005,0.024
AK,Kenai city,0.799,0.007,0.089,0.015,0.045
AK,Kenny Lake CDP,0.834,0.003,0.082,0.003,0.034
AK,Ketchikan city,0.607,0.008,0.167,0.108,0.044
AK,Kiana city,0.066,0.003,0.903,0,0.003
AK,King Cove city,0.162,0.01,0.384,0.365,0.112
AK,King Salmon CDP,0.612,0,0.278,0.013,0.027
AK,Kipnuk CDP,0.02,0,0.977,0,0
AK,Kivalina city,0.021,0,0.963,0,0
AK,Klawock city,0.384,0.003,0.483,0.005,0.028
AK,Klukwan CDP,0.084,0,0.8,0.011,0.021
AK,Knik-Fairview CDP,0.843,0.01,0.053,0.014,0.041
AK,Knik River CDP,0.884,0.013,0.038,0.012,0.031
AK,Kobuk city,0.086,0,0.901,0.007,0.026
AK,Kodiak city,0.403,0.005,0.099,0.374,0.094
AK,Kodiak Station CDP,0.859,0.026,0.008,0.013,0.098
AK,Kokhanok CDP,0.094,0,0.8,0,0.018
AK,Koliganek CDP,0.033,0,0.957,0,0
AK,Kongiganak CDP,0.021,0,0.957,0,0.018
AK,Kotlik city,0.019,0,0.972,0.003,0.002
AK,Kotzebue city,0.16,0.009,0.736,0.012,0.013
AK,Koyuk city,0.036,0,0.889,0.003,0
AK,Koyukuk city,0.01,0,0.969,0,0
AK,Kupreanof city,0.889,0,0,0.074,0
AK,Kwethluk city,0.022,0,0.942,0.001,0
AK,Kwigillingok CDP,0.034,0,0.95,0,0
AK,Lake Louise CDP,0.978,0,0.022,0,0.043
AK,Lake Minchumina CDP,0.615,0,0.154,0,0
AK,Lakes CDP,0.85,0.009,0.052,0.009,0.042
AK,Larsen Bay city,0.241,0,0.713,0,0
AK,Lazy Mountain CDP,0.899,0.003,0.034,0.008,0.032
AK,Levelock CDP,0.101,0,0.841,0,0
AK,Lime Village CDP,0.034,0,0.931,0,0
AK,Livengood CDP,0.692,0,0.231,0,0
AK,Loring CDP,0.25,0,0.25,0,0
AK,Lowell Point CDP,0.963,0,0.038,0,0
AK,Lower Kalskag city,0.025,0.004,0.922,0,0
AK,Lutak CDP,0.918,0,0.02,0,0
AK,McCarthy CDP,0.964,0,0,0,0
AK,McGrath city,0.416,0,0.367,0.006,0.026
AK,McKinley Park CDP,0.941,0,0,0.005,0.032
AK,Manley Hot Springs CDP,0.708,0,0.135,0,0.067
AK,Manokotak city,0.036,0,0.957,0,0.002
AK,Marshall city,0.027,0,0.947,0.002,0.002
AK,Meadow Lakes CDP,0.852,0.007,0.058,0.01,0.034
AK,Mekoryuk city,0.031,0,0.932,0,0
AK,Mendeltna CDP,0.872,0,0,0,0.051
AK,Mentasta Lake CDP,0.232,0,0.759,0,0
AK,Mertarvik CDP,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
AK,Metlakatla CDP,0.1,0.004,0.827,0.001,0.019
AK,Minto CDP,0.043,0,0.905,0,0.005
AK,Moose Creek CDP,0.78,0.051,0.051,0.029,0.048
AK,Moose Pass CDP,0.941,0.014,0.014,0.005,0.023
AK,Mosquito Lake CDP,0.845,0,0.042,0.006,0.036
AK,Mountain Village city,0.042,0,0.919,0.007,0.004
AK,Mud Bay CDP,0.939,0,0.038,0.009,0.024
AK,Nabesna CDP,1,0,0,0,0
AK,Naknek CDP,0.445,0,0.303,0.004,0.026
AK,Nanwalek CDP,0.106,0,0.803,0,0.02
AK,Napakiak city,0.028,0,0.972,0,0
AK,Napaskiak city,0.03,0,0.965,0,0
AK,Naukati Bay CDP,0.876,0,0.062,0.009,0
AK,Nelchina CDP,0.864,0,0.085,0,0
AK,Nelson Lagoon CDP,0.212,0,0.75,0.019,0.019
AK,Nenana city,0.561,0.003,0.376,0.003,0.005
AK,New Allakaket CDP,0,0,0.985,0,0
AK,Newhalen city,0.074,0.005,0.8,0,0.026
AK,New Stuyahok city,0.035,0,0.935,0,0.012
AK,Newtok CDP,0.028,0,0.96,0.003,0.003
AK,Nightmute city,0.05,0,0.946,0,0.025
AK,Nikiski CDP,0.856,0.001,0.077,0.011,0.026
AK,Nikolaevsk CDP,0.925,0,0.035,0.003,0.044
AK,Nikolai city,0.074,0,0.809,0,0
AK,Nikolski CDP,0.056,0,0.944,0,0
AK,Ninilchik CDP,0.781,0.002,0.154,0.003,0.026
AK,Noatak CDP,0.025,0.004,0.947,0,0
AK,Nome city,0.304,0.005,0.548,0.022,0.024
AK,Nondalton city,0.159,0,0.634,0,0
AK,Noorvik city,0.037,0.004,0.883,0,0.001
AK,North Pole city,0.796,0.054,0.034,0.04,0.061
AK,Northway CDP,0.113,0,0.789,0.014,0
AK,Northway Junction CDP,0.222,0,0.667,0,0.019
AK,Northway Village CDP,0.02,0,0.776,0,0
AK,Nuiqsut city,0.1,0.002,0.871,0,0
AK,Nulato city,0.049,0,0.943,0,0.008
AK,Nunam Iqua city,0.059,0,0.914,0.011,0
AK,Nunapitchuk city,0.024,0,0.958,0,0
AK,Old Harbor city,0.11,0,0.876,0,0.014
AK,Oscarville CDP,0.029,0,0.914,0.014,0
AK,Ouzinkie city,0.106,0,0.795,0.006,0.019
AK,Palmer city,0.791,0.018,0.092,0.011,0.046
AK,Paxson CDP,0.925,0.05,0,0,0
AK,Pedro Bay CDP,0.286,0,0.667,0,0
AK,Pelican city,0.591,0,0.341,0,0.011
AK,Perryville CDP,0.027,0,0.956,0,0.027
AK,Petersburg city,0.8,0.004,0.07,0.032,0.037
AK,Petersville CDP,0.75,0,0,0,0
AK,Pilot Point city,0.162,0,0.662,0,0
AK,Pilot Station city,0.018,0,0.981,0,0
AK,Pitkas Point CDP,0.018,0,0.972,0,0
AK,Platinum city,0.049,0,0.885,0.016,0.049
AK,Pleasant Valley CDP,0.897,0.006,0.037,0.006,0.017
AK,Point Baker CDP,0.733,0,0,0,0.067
AK,Point Hope city,0.058,0.004,0.895,0,0.019
AK,Point Lay CDP,0.106,0,0.884,0,0.005
AK,Point MacKenzie CDP,0.677,0.045,0.233,0.006,0.032
AK,Point Possession CDP,1,0,0,0,0
AK,Pope-Vannoy Landing CDP,0.5,0,0.333,0,0
AK,Portage Creek CDP,0.5,0,0.5,0,0
AK,Port Alexander city,0.904,0,0.038,0.038,0.019
AK,Port Alsworth CDP,0.679,0.044,0.214,0.006,0.101
AK,Port Clarence CDP,0.958,0.042,0,0,0.125
AK,Port Graham CDP,0.085,0.011,0.712,0,0
AK,Port Heiden city,0.147,0,0.833,0,0
AK,Port Lions city,0.361,0,0.588,0.026,0.015
AK,Port Protection CDP,0.729,0,0.188,0,0.042
AK,Primrose CDP,0.885,0,0.051,0,0
AK,Prudhoe Bay CDP,0.852,0.019,0.078,0.016,0.04
AK,Quinhagak city,0.022,0,0.934,0,0.004
AK,Rampart CDP,0.042,0,0.958,0,0
AK,Red Devil CDP,0.174,0,0.435,0,0
AK,Red Dog Mine CDP,0.414,0,0.508,0.003,0.026
AK,Ridgeway CDP,0.88,0.001,0.043,0.009,0.035
AK,Ruby city,0.048,0,0.886,0.006,0.006
AK,Russian Mission city,0.032,0,0.958,0,0
AK,St. George city,0.098,0,0.882,0,0.01
AK,St. Mary's city,0.037,0,0.915,0,0
AK,St. Michael city,0.055,0,0.92,0,0.007
AK,St. Paul city,0.111,0.004,0.823,0.006,0.035
AK,Salamatof CDP,0.707,0.009,0.179,0.021,0.032
AK,Salcha CDP,0.895,0.008,0.043,0.014,0.033
AK,Sand Point city,0.17,0.025,0.39,0.347,0.061
AK,Savoonga city,0.049,0,0.945,0.001,0
AK,Saxman city,0.304,0.007,0.506,0.005,0.041
AK,Scammon Bay city,0.004,0,0.994,0,0
AK,Selawik city,0.04,0.001,0.854,0,0
AK,Seldovia city,0.725,0.012,0.137,0.012,0.039
AK,Seldovia Village CDP,0.582,0.012,0.261,0.006,0.024
AK,Seward city,0.685,0.031,0.167,0.024,0.036
AK,Shageluk city,0.036,0,0.904,0,0
AK,Shaktoolik city,0.036,0,0.96,0,0
AK,Shishmaref city,0.036,0,0.948,0.004,0.002
AK,Shungnak city,0.057,0,0.943,0,0.004
AK,Silver Springs CDP,0.868,0,0.079,0.018,0.009
AK,Sitka city and borough,0.653,0.005,0.168,0.06,0.049
AK,Skagway CDP,0.91,0,0.037,0.005,0.023
AK,Skwentna CDP,1,0,0,0,0
AK,Slana CDP,0.83,0.007,0.129,0,0
AK,Sleetmute CDP,0.233,0,0.767,0,0.012
AK,Soldotna city,0.859,0.003,0.043,0.016,0.039
AK,South Naknek CDP,0.127,0,0.823,0.013,0
AK,South Van Horn CDP,0.762,0.027,0.066,0.018,0.05
AK,Stebbins city,0.043,0.002,0.953,0.002,0
AK,Steele Creek CDP,0.874,0.008,0.038,0.009,0.032
AK,Sterling CDP,0.898,0.001,0.044,0.008,0.027
AK,Stevens Village CDP,0.064,0.013,0.846,0,0.154
AK,Stony River CDP,0.056,0,0.833,0.019,0
AK,Sunrise CDP,0.944,0,0,0.056,0
AK,Susitna CDP,1,0,0,0,0
AK,Susitna North CDP,0.875,0.003,0.053,0.007,0.027
AK,Sutton-Alpine CDP,0.698,0.024,0.168,0.018,0.048
AK,Takotna CDP,0.5,0,0.231,0,0.058
AK,Talkeetna CDP,0.914,0.003,0.037,0.005,0.018
AK,Tanacross CDP,0.103,0,0.801,0,0
AK,Tanaina CDP,0.859,0.008,0.045,0.012,0.045
AK,Tanana city,0.098,0,0.866,0.004,0.004
AK,Tatitlek CDP,0.307,0,0.602,0.011,0.034
AK,Tazlina CDP,0.552,0,0.337,0.003,0.007
AK,Teller city,0.039,0,0.961,0,0
AK,Tenakee Springs city,0.947,0.008,0.008,0.008,0.015
AK,Tetlin CDP,0.063,0,0.898,0,0.024
AK,Thorne Bay city,0.919,0.002,0.021,0.006,0.017
AK,Togiak city,0.055,0.002,0.78,0,0.018
AK,Tok CDP,0.779,0.006,0.122,0.004,0.025
AK,Toksook Bay city,0.044,0.003,0.92,0.002,0.01
AK,Tolsona CDP,0.967,0.033,0,0,0
AK,Tonsina CDP,0.872,0,0.09,0,0
AK,Trapper Creek CDP,0.865,0.004,0.064,0.01,0.01
AK,Tuluksak CDP,0.04,0.003,0.949,0,0
AK,Tuntutuliak CDP,0.029,0,0.958,0,0
AK,Tununak CDP,0.04,0,0.945,0,0
AK,Twin Hills CDP,0.027,0,0.946,0,0
AK,Two Rivers CDP,0.857,0.001,0.036,0.01,0.05
AK,Tyonek CDP,0.053,0,0.883,0,0.053
AK,Ugashik CDP,0.25,0,0.583,0,0
AK,Unalakleet city,0.15,0.006,0.773,0.006,0.01
AK,Unalaska city,0.392,0.069,0.061,0.326,0.152
AK,Upper Kalskag city,0.067,0.005,0.814,0,0
AK,Valdez city,0.815,0.006,0.082,0.019,0.047
AK,Venetie CDP,0.018,0,0.916,0.006,0.018
AK,Wainwright city,0.081,0,0.901,0,0.004
AK,Wales city,0.062,0,0.848,0,0
AK,Wasilla city,0.834,0.014,0.052,0.021,0.043
AK,Whale Pass CDP,0.871,0,0,0,0.032
AK,White Mountain city,0.121,0,0.816,0,0.011
AK,Whitestone CDP,0.938,0,0,0.021,0.052
AK,Whitestone Logging Camp CDP,0.294,0,0.529,0,0.059
AK,Whittier city,0.695,0.005,0.055,0.077,0.05
AK,Willow CDP,0.908,0,0.052,0.008,0.013
AK,Willow Creek CDP,0.817,0.021,0.099,0.01,0.047
AK,Wiseman CDP,0.929,0,0,0,0
AK,Womens Bay CDP,0.855,0.003,0.047,0.011,0.01
AK,Wrangell city and borough,0.726,0.002,0.162,0.014,0.016
AK,Yakutat CDP,0.424,0.003,0.358,0.041,0.026
AZ,Aguila CDP,0.647,0.01,0.036,0.004,0.694
AZ,Ajo CDP,0.751,0.009,0.099,0.011,0.383
AZ,Ak Chin CDP,0,0,1,0,0.033
AZ,Ak-Chin Village CDP,0.027,0.006,0.754,0,0.275
AZ,Alamo Lake CDP,1,0,0,0,0
AZ,Ali Chuk CDP,0.006,0,0.963,0,0.124
AZ,Ali Chukson CDP,0,0,0.992,0,0.008
AZ,Ali Molina CDP,0.028,0,0.972,0,0.042
AZ,Alpine CDP,0.959,0,0.007,0,0.062
AZ,Amado CDP,0.671,0.007,0.034,0.007,0.485
AZ,Anegam CDP,0,0,0.987,0,0.046
AZ,Antares CDP,0.833,0,0.048,0.016,0.111
AZ,Anthem CDP,0.897,0.019,0.006,0.026,0.092
AZ,Apache Junction city,0.895,0.012,0.011,0.008,0.144
AZ,Arivaca CDP,0.915,0.006,0.013,0.006,0.176
AZ,Arivaca Junction CDP,0.72,0.001,0.022,0,0.676
AZ,Arizona City CDP,0.737,0.042,0.035,0.005,0.342
AZ,Arizona Village CDP,0.453,0.005,0.37,0.002,0.253
AZ,Arlington CDP,0.691,0.005,0.015,0,0.299
AZ,Ash Fork CDP,0.806,0.008,0.015,0,0.422
AZ,Avenue B and C CDP,0.639,0.009,0.025,0.003,0.747
AZ,Avondale city,0.581,0.093,0.017,0.035,0.503
AZ,Avra Valley CDP,0.826,0.019,0.023,0.003,0.228
AZ,Aztec CDP,0.383,0,0,0,0.915
AZ,Bagdad CDP,0.866,0.005,0.03,0.003,0.244
AZ,Bear Flat CDP,1,0,0,0,0.056
AZ,Beaver Dam CDP,0.805,0.004,0.012,0.003,0.268
AZ,Beaver Valley CDP,0.957,0,0,0.009,0.048
AZ,Benson city,0.878,0.01,0.01,0.007,0.221
AZ,Beyerville CDP,0.853,0,0.006,0,0.898
AZ,Bisbee city,0.842,0.014,0.015,0.005,0.362
AZ,Bitter Springs CDP,0,0,0.989,0,0.009
AZ,Black Canyon City CDP,0.939,0.002,0.013,0.004,0.056
AZ,Blackwater CDP,0.038,0.007,0.882,0,0.221
AZ,Bluewater CDP,0.742,0.003,0.099,0.014,0.152
AZ,Bouse CDP,0.932,0,0.015,0.003,0.039
AZ,Bowie CDP,0.831,0.002,0.016,0.002,0.439
AZ,Brenda CDP,0.982,0,0.007,0.001,0.027
AZ,Bryce CDP,0.834,0,0.08,0,0.177
