Geographic Area,City,poverty_rate
IL,Rosemont village,0.246
IL,Roseville village,0.118
IL,Rosewood Heights CDP,0.06
IL,Rosiclare city,0.324
IL,Rossville village,0.072
IL,Round Lake village,0.058
IL,Round Lake Beach village,0.144
IL,Round Lake Heights village,0.164
IL,Round Lake Park village,0.199
IL,Roxana village,0.2
IL,Royal village,0.165
IL,Royal Lakes village,0.182
IL,Royalton village,0.241
IL,Ruma village,0.085
IL,Rushville city,0.181
IL,Russellville village,0.05
IL,Rutland village,0.074
IL,Sadorus village,0.108
IL,Sailor Springs village,0.311
IL,St. Anne village,0.195
IL,St. Augustine village,0.057
IL,St. Charles city,0.048
IL,St. David village,0.066
IL,St. Elmo city,0.282
IL,Ste. Marie village,0.145
IL,St. Francisville city,0.143
IL,St. Jacob village,0.042
IL,St. Johns village,0.259
IL,St. Joseph village,0.047
IL,St. Libory village,0.083
IL,St. Peter village,0.132
IL,Salem city,0.2
IL,Sammons Point village,0.143
IL,Sandoval village,0.375
IL,Sandwich city,0.105
IL,San Jose village,0.122
IL,Sauget village,0.037
IL,Sauk Village village,0.279
IL,Saunemin village,0.206
IL,Savanna city,0.214
IL,Savoy village,0.169
IL,Sawyerville village,0.263
IL,Saybrook village,0.19
IL,Scales Mound village,0.141
IL,Schaumburg village,0.06
IL,Schiller Park village,0.116
IL,Schram City village,0.141
IL,Sciota village,0
IL,Scott AFB CDP,0.076
IL,Scottville village,0.088
IL,Seaton village,0.076
IL,Seatonville village,0.016
IL,Secor village,0.177
IL,Seneca village,0.16
IL,Sesser city,0.177
IL,Seymour CDP,0.55
IL,Shabbona village,0.069
IL,Shannon village,0.115
IL,Shawneetown city,0.218
IL,Sheffield village,0.121
IL,Shelbyville city,0.115
IL,Sheldon village,0.307
IL,Sheridan village,0.112
IL,Sherman village,0.014
IL,Sherrard village,0.017
IL,Shiloh village,0.029
IL,Shipman town,0.06
IL,Shorewood village,0.081
IL,Shumway village,0.122
IL,Sibley village,0.18
IL,Sidell village,0.117
IL,Sidney village,0.081
IL,Sigel town,0.109
IL,Silvis city,0.133
IL,Simpson village,0.369
IL,Sims village,0.224
IL,Skokie village,0.113
IL,Sleepy Hollow village,0.026
IL,Smithboro village,0.112
IL,Smithfield village,0.251
IL,Smithton village,0.032
IL,Somonauk village,0.08
IL,Sorento village,0.342
IL,South Barrington village,0.055
IL,South Beloit city,0.101
IL,South Chicago Heights village,0.191
IL,South Elgin village,0.049
IL,Southern View village,0.187
IL,South Holland village,0.093
IL,South Jacksonville village,0.069
IL,South Pekin village,0.154
IL,South Roxana village,0.275
IL,South Wilmington village,0.093
IL,Sparland village,0.168
IL,Sparta city,0.238
IL,Spaulding village,0.026
IL,Spillertown village,0.237
IL,Spring Bay village,0.218
IL,Springerton village,0.092
IL,Springfield city,0.195
IL,Spring Grove village,0.045
IL,Spring Valley city,0.134
IL,Standard village,0.082
IL,Standard City village,0.308
IL,Stanford village,0.107
IL,Staunton city,0.159
IL,Steeleville village,0.074
IL,Steger village,0.177
IL,Sterling city,0.159
IL,Steward village,0.21
IL,Stewardson village,0.095
IL,Stickney village,0.076
IL,Stillman Valley village,0.09
IL,Stockton village,0.161
IL,Stonefort village,0.208
IL,Stone Park village,0.229
IL,Stonington village,0.185
IL,Stoy village,0.025
IL,Strasburg village,0.138
IL,Strawn village,0.037
IL,Streamwood village,0.048
IL,Streator city,0.22
IL,Stronghurst village,0.149
IL,Sublette village,0.056
IL,Sugar Grove village,0.016
IL,Sullivan city,0.201
IL,Summerfield village,0.089
IL,Summit village,0.205
IL,Sumner city,0.229
IL,Sun River Terrace village,0.222
IL,Swansea village,0.087
IL,Sycamore city,0.086
IL,Symerton village,0.252
IL,Table Grove village,0.111
IL,Tallula village,0.126
IL,Tamaroa village,0.098
IL,Tamms village,0.336
IL,Tampico village,0.142
IL,Taylor Springs village,0.157
IL,Taylorville city,0.155
IL,Tennessee village,0.145
IL,Teutopolis village,0.03
IL,Thawville village,0.149
IL,Thayer village,0.091
IL,Thebes village,0.449
IL,The Galena Territory CDP,0.022
IL,Third Lake village,0.023
IL,Thomasboro village,0.089
IL,Thompsonville village,0.196
IL,Thomson village,0.191
IL,Thornton village,0.129
IL,Tilden village,0.167
IL,Tilton village,0.23
IL,Timberlane village,0.021
IL,Time village,0.381
IL,Tinley Park village,0.083
IL,Tiskilwa village,0.166
IL,Toledo village,0.204
IL,Tolono village,0.085
IL,Toluca city,0.069
IL,Tonica village,0.026
IL,Topeka village,0.236
IL,Toulon city,0.132
IL,Tovey village,0.181
IL,Towanda village,0.085
IL,Tower Hill village,0.169
IL,Tower Lakes village,0.028
IL,Tremont village,0.074
IL,Trenton city,0.085
IL,Trout Valley village,0.007
IL,Troy city,0.052
IL,Troy Grove village,0.042
IL,Tuscola city,0.094
IL,Twin Grove CDP,0.066
IL,Ullin village,0.266
IL,Union village,0.043
IL,Union Hill village,0.035
IL,University Park village,0.166
IL,Urbana city,0.345
IL,Ursa village,0.095
IL,Valier village,0.215
IL,Valley City village,0
IL,Valmeyer village,0.068
IL,Vandalia city,0.172
IL,Varna village,0.057
IL,Venedy village,0.147
IL,Venetian Village CDP,0.089
IL,Venice city,0.399
IL,Vergennes village,0.243
IL,Vermilion village,0.349
IL,Vermont village,0.088
IL,Vernon village,0.31
IL,Vernon Hills village,0.042
IL,Verona village,0.088
IL,Versailles village,0.067
IL,Victoria village,0.064
IL,Vienna city,0.255
IL,Villa Grove city,0.099
IL,Villa Park village,0.098
IL,Viola village,0.078
IL,Virden city,0.074
IL,Virgil village,0.041
IL,Virginia city,0.103
IL,Volo village,0.031
IL,Wadsworth village,0.041
IL,Waggoner village,0.387
IL,Walnut village,0.147
IL,Walnut Hill village,0.264
IL,Walshville village,0.317
IL,Waltonville village,0.206
IL,Wamac city,0.322
IL,Wapella village,0.088
IL,Warren village,0.108
IL,Warrensburg village,0.115
IL,Warrenville city,0.067
IL,Warsaw city,0.091
IL,Washburn village,0.077
IL,Washington city,0.047
IL,Washington Park village,0.418
IL,Wataga village,0.128
IL,Waterloo city,0.037
IL,Waterman village,0.088
IL,Watseka city,0.247
IL,Watson village,0.125
IL,Wauconda village,0.052
IL,Waukegan city,0.217
IL,Waverly city,0.048
IL,Wayne village,0.019
IL,Wayne City village,0.17
IL,Waynesville village,0.138
IL,Weldon village,0.108
IL,Wellington village,0.149
IL,Wenona city,0.113
IL,Wenonah village,0
IL,West Brooklyn village,0.137
IL,Westchester village,0.065
IL,West Chicago city,0.152
IL,West City village,0.248
IL,West Dundee village,0.073
IL,Western Springs village,0.013
IL,Westervelt CDP,0
IL,Westfield village,0.185
IL,West Frankfort city,0.234
IL,Westmont village,0.099
IL,West Peoria city,0.148
IL,West Point village,0.254
IL,West Salem village,0.154
IL,West Union CDP,0.023
IL,Westville village,0.159
IL,West York CDP,0.086
IL,Wheaton city,0.069
IL,Wheeler village,0.263
IL,Wheeling village,0.137
IL,Whiteash CDP,0.15
IL,White City village,0.132
IL,White Hall city,0.306
IL,White Heath CDP,0.043
IL,Williamsfield village,0.109
IL,Williamson village,0.17
IL,Williamsville village,0.037
IL,Willisville village,0.289
IL,Willowbrook village,0.038
IL,Willowbrook CDP,0.078
IL,Willow Hill village,0.167
IL,Willow Springs village,0.065
IL,Wilmette village,0.028
IL,Wilmington village,0.188
IL,Wilmington city,0.146
IL,Wilsonville village,0.244
IL,Winchester city,0.129
IL,Windsor village,0.102
IL,Windsor city,0.221
IL,Winfield village,0.045
IL,Winnebago village,0.058
IL,Winnetka village,0.018
IL,Winslow village,0.131
IL,Winthrop Harbor village,0.072
IL,Witt city,0.187
IL,Wonder Lake village,0.089
IL,Wood Dale city,0.112
IL,Woodhull village,0.133
IL,Woodland village,0.113
IL,Woodlawn village,0.2
IL,Woodridge village,0.062
IL,Wood River city,0.184
IL,Woodson village,0.111
IL,Woodstock city,0.148
IL,Worden village,0.224
IL,Worth village,0.126
IL,Wyanet village,0.234
IL,Wyoming city,0.131
IL,Xenia village,0.152
IL,Yale village,0
IL,Yates City village,0.141
IL,Yorkville city,0.038
IL,Zeigler city,0.242
IL,Zion city,0.192
IN,Aberdeen CDP,0.014
IN,Advance town,0.241
IN,Akron town,0.171
IN,Alamo town,0.17
IN,Albany town,0.134
IN,Albion town,0.21
IN,Alexandria city,0.256
IN,Alfordsville town,0.058
IN,Alton town,0.25
IN,Altona town,0.079
IN,Ambia town,0.151
IN,Amboy town,0.13
IN,Americus CDP,0.235
IN,Amo town,0.098
IN,Anderson city,0.257
IN,Andrews town,0.299
IN,Angola city,0.206
IN,Arcadia town,0.168
IN,Argos town,0.173
IN,Arlington CDP,0.041
IN,Ashley town,0.181
IN,Atlanta town,0.079
IN,Attica city,0.156
IN,Auburn city,0.148
IN,Aurora city,0.155
IN,Austin city,0.211
IN,Avilla town,0.112
IN,Avoca CDP,0.108
IN,Avon town,0.033
IN,Bainbridge town,0.083
IN,Bargersville town,0.086
IN,Bass Lake CDP,0.097
IN,Batesville city,0.061
IN,Battle Ground town,0.082
IN,Bedford city,0.198
IN,Beech Grove city,0.216
IN,Berne city,0.133
IN,Bethany town,0.359
IN,Beverly Shores town,0.031
IN,Bicknell city,0.279
IN,Birdseye town,0.17
IN,Blanford CDP,0.299
IN,Bloomfield town,0.153
IN,Bloomingdale town,0.09
IN,Bloomington city,0.383
IN,Blountsville town,0.176
IN,Bluffton city,0.17
IN,Boonville city,0.189
IN,Borden town,0.069
IN,Boston town,0.187
IN,Boswell town,0.222
IN,Bourbon town,0.165
IN,Brazil city,0.291
IN,Bremen town,0.12
IN,Bright CDP,0.045
IN,Bristol town,0.104
IN,Brook town,0.195
IN,Brooklyn town,0.089
IN,Brooksburg town,0.221
IN,Brookston town,0.088
IN,Brookville town,0.16
IN,Brownsburg town,0.039
IN,Brownstown town,0.173
IN,Bruceville town,0.032
IN,Bryant town,0.151
IN,Buck Creek CDP,0
IN,Buffalo CDP,0.113
IN,Bunker Hill town,0.229
IN,Burket town,0.297
IN,Burlington town,0.048
IN,Burnettsville town,0.151
IN,Burns City CDP,0
IN,Burns Harbor town,0.108
IN,Butler city,0.195
IN,Butlerville CDP,0.287
IN,Cadiz town,0.511
IN,Cambridge City town,0.186
IN,Camden town,0.119
IN,Campbellsburg town,0.336
IN,Canaan CDP,0
IN,Cannelburg town,0.192
IN,Cannelton city,0.266
IN,Carbon town,0.243
IN,Carlisle town,0.17
IN,Carmel city,0.039
IN,Carthage town,0.259
IN,Cayuga town,0.182
IN,Cedar Grove town,0.167
IN,Cedar Lake town,0.096
IN,Center Point town,0.2
IN,Centerville town,0.229
IN,Chalmers town,0.054
IN,Chandler town,0.221
IN,Charlestown city,0.159
IN,Chesterfield town,0.129
IN,Chesterton town,0.087
IN,Chrisney town,0.133
IN,Churubusco town,0.084
IN,Cicero town,0.064
IN,Clarksburg CDP,0.254
IN,Clarks Hill town,0.158
IN,Clarksville town,0.116
IN,Clay City town,0.224
IN,Claypool town,0.228
IN,Clayton town,0.047
IN,Clear Lake town,0.036
IN,Clermont town,0.067
IN,Clifford town,0.188
IN,Clinton city,0.181
IN,Cloverdale town,0.16
IN,Coalmont CDP,0.092
IN,Coatesville town,0.168
IN,Colburn CDP,0
IN,Colfax town,0.123
IN,Collegeville CDP,0
IN,Columbia City city,0.142
IN,Columbus city,0.118
IN,Connersville city,0.241
IN,Converse town,0.145
IN,Cordry Sweetwater Lakes CDP,0.062
IN,Corunna town,0.286
IN,Corydon town,0.282
IN,Country Club Heights town,0.018
IN,Country Squire Lakes CDP,0.327
IN,Covington city,0.078
IN,Crandall town,0.222
IN,Crane town,0.195
IN,Crawfordsville city,0.247
IN,Cromwell town,0.222
IN,Crothersville town,0.197
IN,Crown Point city,0.066
IN,Crows Nest town,0
IN,Culver town,0.128
IN,Cumberland town,0.095
IN,Cynthiana town,0.128
IN,Dale town,0.167
IN,Daleville town,0.11
IN,Dana town,0.203
IN,Danville town,0.079
IN,Darlington town,0.147
IN,Darmstadt town,0.052
IN,Dayton town,0.193
IN,Decatur city,0.149
IN,Decker town,0.128
IN,Delphi city,0.148
IN,De Motte town,0.091
IN,Denver town,0.083
IN,Deputy CDP,0
IN,Dillsboro town,0.21
IN,Dover Hill CDP,0.27
IN,Dresser CDP,0.708
IN,Dublin town,0.222
IN,Dubois CDP,0.103
IN,Dugger town,0.089
IN,Dune Acres town,0.016
IN,Dunkirk city,0.271
IN,Dunlap CDP,0.1
IN,Dunreith town,0.293
IN,Dupont town,0.122
IN,Dyer town,0.027
IN,Earl Park town,0.21
IN,East Chicago city,0.359
IN,East Enterprise CDP,0.668
IN,East Germantown town,0.13
IN,Eaton town,0.175
IN,Economy town,0.202
IN,Edgewood town,0.016
IN,Edinburgh town,0.214
IN,Edwardsport town,0.182
IN,Elberfeld town,0.107
IN,Elizabeth town,0.071
IN,Elizabethtown town,0.358
IN,Elkhart city,0.267
IN,Ellettsville town,0.071
IN,Elnora town,0.287
IN,Elwood city,0.206
IN,Emison CDP,0
IN,English town,0.396
IN,Etna Green town,0.101
IN,Evansville city,0.21
IN,Fairland town,0.071
IN,Fairmount town,0.184
IN,Fairview Park town,0.122
IN,Farmersburg town,0.149
IN,Farmland town,0.168
IN,Ferdinand town,0.07
IN,Fillmore town,0.215
IN,Fishers town,0.032
IN,Fish Lake CDP,0
IN,Flora town,0.135
IN,Florence CDP,0.333
IN,Fontanet CDP,0
IN,Fort Branch town,0.08
IN,Fortville town,0.161
IN,Fort Wayne city,0.19
IN,Fountain City town,0.155
IN,Fowler town,0.158
IN,Fowlerton town,0.152
IN,Francesville town,0.114
IN,Francisco town,0.161
IN,Frankfort city,0.171
IN,Franklin city,0.121
IN,Frankton town,0.119
IN,Fredericksburg CDP,0.764
IN,Freelandville CDP,0.019
IN,Freetown CDP,0.034
IN,Fremont town,0.139
IN,French Lick town,0.337
IN,Fulton town,0.264
IN,Galena CDP,0.011
IN,Galveston town,0.127
IN,Garrett city,0.19
IN,Gary city,0.371
IN,Gas City city,0.172
IN,Gaston town,0.18
IN,Geneva town,0.18
IN,Gentryville town,0.181
IN,Georgetown town,0.025
IN,Glenwood town,0.237
IN,Goodland town,0.18
IN,Goshen city,0.226
IN,Gosport town,0.185
IN,Grabill town,0.119
IN,Grandview town,0.303
IN,Granger CDP,0.043
IN,Greencastle city,0.127
IN,Greendale city,0.086
IN,Greenfield city,0.085
IN,Greensboro town,0.302
IN,Greensburg city,0.189
IN,Greens Fork town,0.299
IN,Greentown town,0.192
IN,Greenville town,0.084
IN,Greenwood city,0.137
IN,Griffin town,0.159
IN,Griffith town,0.108
IN,Grissom AFB CDP,0.263
IN,Hagerstown town,0.124
IN,Hamilton town,0.115
IN,Hamlet town,0.172
IN,Hammond city,0.249
IN,Hanna CDP,0.061
IN,Hanover town,0.248
IN,Hardinsburg town,0.249
IN,Harlan CDP,0.044
IN,Harmony town,0.068
IN,Harrodsburg CDP,0.234
IN,Hartford City city,0.16
IN,Hartsville town,0.09
IN,Hatfield CDP,0.085
IN,Haubstadt town,0.073
IN,Hayden CDP,0.128
IN,Hazleton town,0.11
IN,Hebron town,0.155
IN,Henryville CDP,0.149
IN,Herbst CDP,0
IN,Heritage Lake CDP,0.111
IN,Hidden Valley CDP,0.038
IN,Highland town,0.075
IN,Highland CDP,0.022
IN,Hillsboro town,0.199
IN,Hoagland CDP,0.068
IN,Hobart city,0.101
IN,Holland town,0.24
IN,Holton town,0.275
IN,Homecroft town,0.077
IN,Hope town,0.13
IN,Howe CDP,0.591
IN,Hudson town,0.218
IN,Hudson Lake CDP,0.261
IN,Huntertown town,0.048
IN,Huntingburg city,0.222
IN,Huntington city,0.179
IN,Hymera town,0.211
IN,Idaville CDP,0.055
IN,Indianapolis city,0.213
IN,Indianapolis city (balance),0.213
IN,Indian Village town,0.127
IN,Ingalls town,0.116
IN,Jalapa CDP,0
IN,Jamestown town,0.14
IN,Jasonville city,0.284
IN,Jasper city,0.094
IN,Jeffersonville city,0.112
IN,Jonesboro city,0.222
IN,Jonesville town,0.184
IN,Kempton town,0.101
IN,Kendallville city,0.213
IN,Kennard town,0.246
IN,Kent CDP,0
IN,Kentland town,0.169
IN,Kewanna town,0.271
IN,Kimmell CDP,0.015
IN,Kingman town,0.178
IN,Kingsbury town,0.026
IN,Kingsford Heights town,0.227
IN,Kirklin town,0.196
IN,Knightstown town,0.176
IN,Knightsville town,0.044
IN,Knox city,0.209
IN,Kokomo city,0.213
IN,Koontz Lake CDP,0.113
IN,Kouts town,0.047
IN,Laconia town,0.195
IN,La Crosse town,0.088
IN,Ladoga town,0.167
IN,Lafayette city,0.198
IN,La Fontaine town,0.165
IN,Lagrange town,0.181
IN,Lagro town,0.329
IN,Lake Dalecarlia CDP,0.039
IN,Lake Holiday CDP,0.073
IN,Lake Santee CDP,0
IN,Lakes of the Four Seasons CDP,0.032
IN,Lake Station city,0.261
IN,Laketon CDP,0.376
IN,Lake Village CDP,0.042
IN,Lakeville town,0.278
IN,Landess CDP,0.027
IN,Lanesville town,0.073
IN,La Paz town,0.136
IN,Lapel town,0.11
IN,La Porte city,0.217
IN,Larwill town,0.237
IN,Laurel town,0.54
IN,Lawrence city,0.188
IN,Lawrenceburg city,0.154
IN,Leavenworth town,0.232
IN,Lebanon city,0.1
IN,Leesburg town,0.148
IN,Leo-Cedarville town,0.028
IN,Lewisville town,0.216
IN,Liberty town,0.16
IN,Ligonier city,0.157
IN,Linden town,0.152
IN,Linton city,0.18
IN,Little York town,0.201
IN,Livonia town,0.053
IN,Lizton town,0.141
IN,Logansport city,0.215
IN,Long Beach town,0.014
IN,Loogootee city,0.2
IN,Losantville town,0.121
IN,Lowell town,0.073
IN,Lynn town,0.188
IN,Lynnville town,0.072
IN,Lyons town,0.2
IN,McCordsville town,0.013
IN,Mackey town,0.424
IN,Macy town,0.152
IN,Madison city,0.155
IN,Manilla CDP,0.271
IN,Marengo town,0.391
IN,Marion city,0.257
IN,Markle town,0.087
IN,Markleville town,0.08
IN,Marshall town,0.169
IN,Martinsville city,0.249
IN,Matthews town,0.189
IN,Mauckport town,0.068
IN,Mecca town,0.299
IN,Medaryville town,0.222
IN,Medora town,0.256
IN,Mellott town,0.207
IN,Melody Hill CDP,0.039
IN,Memphis CDP,0.137
IN,Mentone town,0.119
IN,Meridian Hills town,0.057
IN,Merom town,0.261
IN,Merrillville town,0.139
IN,Metamora CDP,0
IN,Mexico CDP,0
IN,Michiana Shores town,0.09
IN,Michigan City city,0.278
IN,Michigantown town,0.053
IN,Middlebury town,0.098
IN,Middletown town,0.233
IN,Mier CDP,0
IN,Milan town,0.089
IN,Milford town,0.216
IN,Millersburg town,0.094
IN,Millhousen town,0.019
IN,Milltown town,0.119
IN,Milroy CDP,0.34
IN,Milton town,0.317
IN,Mishawaka city,0.193
IN,Mitchell city,0.147
IN,Modoc town,0.165
IN,Monon town,0.311
IN,Monroe town,0.033
IN,Monroe City town,0.07
IN,Monroeville town,0.12
IN,Monrovia town,0.117
IN,Monterey town,0.039
IN,Montezuma town,0.304
IN,Montgomery town,0.128
IN,Monticello city,0.122
IN,Montmorenci CDP,0
IN,Montpelier city,0.176
IN,Mooreland town,0.257
IN,Moores Hill town,0.283
IN,Mooresville town,0.124
IN,Morgantown town,0.118
IN,Morocco town,0.146
IN,Morristown town,0.112
IN,Mount Auburn town,0.142
IN,Mount Ayr town,0.063
IN,Mount Carmel town,0.328
IN,Mount Etna town,0.01
IN,Mount Summit town,0.135
IN,Mount Vernon city,0.18
IN,Mulberry town,0.111
IN,Muncie city,0.322
IN,Munster town,0.086
IN,Napoleon town,0.153
IN,Nappanee city,0.109
IN,Nashville town,0.218
IN,New Albany city,0.216
IN,New Amsterdam town,0
IN,Newberry town,0.137
IN,Newburgh town,0.083
IN,New Carlisle town,0.084
IN,New Castle city,0.238
IN,New Chicago town,0.223
IN,New Goshen CDP,0
IN,New Harmony town,0.074
IN,New Haven city,0.161
IN,New Market town,0.075
IN,New Middletown town,0.333
IN,New Palestine town,0.069
IN,New Paris CDP,0.089
IN,New Pekin town,0.28
IN,New Point town,0.076
IN,Newport town,0.045
IN,New Richmond town,0.073
IN,New Ross town,0.216
IN,New Salisbury CDP,0.109
IN,Newtown town,0.121
IN,New Trenton CDP,0.073
IN,New Washington CDP,0.106
IN,New Whiteland town,0.06
IN,Noblesville city,0.069
IN,North Crows Nest town,0.13
IN,North Judson town,0.21
IN,North Liberty town,0.251
IN,North Manchester town,0.151
IN,North Salem town,0.085
IN,North Terre Haute CDP,0.131
IN,North Vernon city,0.244
IN,North Webster town,0.137
IN,Norway CDP,0.054
IN,Notre Dame CDP,0.801
IN,Oakland City city,0.14
IN,Oaktown town,0.175
IN,Odon town,0.184
IN,Ogden Dunes town,0.038
IN,Oldenburg town,0.214
IN,Onward town,0.218
IN,Oolitic town,0.221
IN,Orestes town,0.23
IN,Orland town,0.103
IN,Orleans town,0.244
IN,Osceola town,0.053
IN,Osgood town,0.102
IN,Ossian town,0.139
IN,Otterbein town,0.197
IN,Otwell CDP,0.106
IN,Owensburg CDP,0.166
IN,Owensville town,0.095
IN,Oxford town,0.109
IN,Painted Hills CDP,0.047
IN,Palmyra town,0.164
IN,Paoli town,0.196
IN,Paragon town,0.31
IN,Parker City town,0.183
IN,Parkers Settlement CDP,0.008
IN,Patoka town,0.16
IN,Patriot town,0.233
IN,Pendleton town,0.067
IN,Pennville town,0.189
IN,Perrysville town,0.148
IN,Peru city,0.214
IN,Petersburg city,0.147
IN,Pierceton town,0.181
IN,Pine Village town,0.093
IN,Pittsboro town,0.052
IN,Plainfield town,0.089
IN,Plainville town,0.139
IN,Plymouth city,0.238
IN,Point Isabel CDP,0
IN,Poneto town,0.174
IN,Portage city,0.163
IN,Porter town,0.13
IN,Portland city,0.156
